1,"i love the continuous shot mode , which allows you to take up to 16 pix in rapid succession -- great for action shots ."
1,the m12v has been great .
1,"and , with the ipods ' full volume up , all you have to do is adjust your receivers ' volume and your set , since the ipod itself acts as a strong amp lifer of its ' own ."
1,i love the features on the ipod and the many things you can do with it .
1,"so , i was one who was ready to give it 5 stars with no complaints at all ."
1,"i thought the fm radio would not see much use with so many tracks available to me , but its great for tuning in to tv programs at the gym while on the treadmill , concerts and programs being simulcast , npr , and on and on ."
1,"battery life keeps improving on the ipod , and a new ipod will give you up to twelve hours of play time , per charge ."
1,the interface works great .
0,avoid this product at all costs .
0,- no voice activated dialing ( what were they thinking
0,im at full capacity ! . ! . ! . ! . i called syman tic and they said they don 't know why but i should get tech 's support at $35/hr to help ! . ! . i did call them and was on hold for 55 minutes until i hung up ! .
0,"however , symantec has taken a significant turn for the worse with this release ."
0,"unfortunately , it does not give you the option of installing ( or installing ) them individually ."
0,"basically the 6600 is a bundle of over-hyped features you don 't and won 't need ( if you do get yourself a pda or pocket pc ) , none of them work as they should , and the basic phone functions and ergonomics are less than average ."
0,nothing spectacular is done by internet security or by antivirus software .
0,"this is only a problem at night , during the day the screen is very easy to see ."
